Id,Title,Episodes,Year,Channel,Company,Technique,IMDb,Users
1442,SciGirls,46.0,2010-2023,PBS Kids Go! (2010-2013)PBS Kids (2013-2023),Twin Cities PBS,Flash/Live-action,8.0,70%
1443,Sealab 2021,52.0,2001-2005,Adult Swim,Williams Street70/30 Productions,Flash,7.8,90%
1444,The Second Best Hospital in the Galaxy,8.0,2024,Amazon Prime Video,"Titmouse, Inc.",Flash,6.2,94%
1445,Secret Adventures,7.0,1993-1995,Direct-to-video,Broadman & Holman Publishers,Traditional/Live-action,8.0,89%
1446,Sesame Street,4633.0,1969-present,HBO,Sesame Workshop,CGI/Flash/Stop-Motion/Traditional/Live-action,8.1,78%
1447,Shane's Kindergarten Countdown,5.0,2005,Disney,One Red Room,Flash,6.2,68%
1448,Shanna's Show,16.0,2004,Disney,One Red Room,Flash,8.1,92%
1449,Shape Island,8.0,2023-present,Apple TV+,Bix Pix Entertainment,Stop-Motion,7.6,82%
1450,Sheriff Callie's Wild West,90.0,2013-2017,Disney,Wild Canary Animation,CGI,6.2,87%
1451,Shimmer and Shine,86.0,2015-2020,Nickelodeon,Nickelodeon Animation Studio,CGI/Flash,5.2,64%
1452,The Shivering Truth,12.0,2018-2020,Adult Swim,PFFR,Stop-Motion,8.1,69%
1454,Shorties Watchin' Shorties,13.0,2004,Comedy Central,World Famous Pictures,Flash,6.5,84%
1455,Shorty McShorts' Shorts,13.0,2006,Disney,Walt Disney Television Animation,Flash,3.8,66%
1456,Sid the Science Kid,67.0,2008-2013,PBS Kids,The Jim Henson Company,CGI,5.5,80%
1457,Sing Me a Story with Belle,26.0,1995-1997,Syndication,Walt Disney Television,Traditional/Live-action,7.3,93%
1458,Skylanders Academy,38.0,2016-2018,Netflix,Activision Blizzard Studios,CGI,6.6,64%
1459,Slangman's World,13.0,2008-2009,American Forces NetworkGPB,Cosmic Toast Studios,Live-Action/Flash,4.2,38%
1460,Slippin' Jimmy,6.0,2022,AMC+,Starburns Industries,Flash,2.7,16%
1461,Sofia the First,109.0,2013-2018,Disney,Disney Television Animation,CGI,6.9,79%
1462,Son of Zorn,13.0,2016-2017,Fox,Agnew Jorné Productions,Flash/Live-action,6.8,81%
1463,Soul Quest Overdrive,4.0,2011,Adult Swim,Williams Street,Flash,5.8,53%
1464,South Park,325.0,1997-present,Comedy Central,South Park Studios,CGI,8.7,94%
1465,Space Angel,260.0,1962-1964,Syndication,Cambria Productions,Traditional/Live-action,6.4,88%
1466,Space Ghost Coast to Coast,109.0,1994-2008,Cartoon Network (1994-2001)Adult Swim (2001-2004),Williams Street,Flash/Live-action,7.9,91%
1467,Space Racers,90.0,2014-2018,PBS Kids (season 1)Sprout / Universal Kids (season 2),"Space Race, LLCMaryland Public TelevisionWNET",CGI,7.5,76%
1468,Spaceballs: The Animated Series,13.0,2008-2009,G4,G4 Media,Flash,4.2,57%
1469,Special Agent Oso,60.0,2009-2012,Disney,Disney Television Animation,CGI,5.2,91%
1470,Spirit Rangers,20.0,2022-present,Netflix,Netflix Animation,CGI,6.7,53%
1471,Spirit Riding Free,52.0,2017-2020,Netflix,DreamWorks Animation Television,CGI,6.5,78%
1472,Splash and Bubbles,40.0,2016-2018,PBS Kids,The Jim Henson Company,CGI,5.5,56%
1473,Squidbillies,132.0,2005-2021,Adult Swim,Williams Street,Flash,6.7,82%
1474,Star Trek: Lower Decks,30.0,2020-present,Paramount+,CBS Eye Animation Productions,Flash,7.7,83%
1475,Star Trek: Prodigy,20.0,2021-present,Paramount+,Nickelodeon Animation Studio,CGI,7.5,81%
1476,Star Wars: The Bad Batch,32.0,2021-present,Disney,Lucasfilm Animation,CGI,7.8,83%
1477,Star Wars Forces of Destiny,32.0,2017-2018,YouTube,Lucasfilm,Flash,5.4,45%
1478,Star Wars: The Clone Wars,133.0,2008-2020,Disney,Lucasfilm,CGI,8.4,91%
1479,Star Wars: Visions,18.0,2021-present,Disney,Lucasfilm,CGI/Stop-Motion/Flash/Traditional,7.0,73%
1480,Star Wars: Young Jedi Adventures,7.0,2023-present,Disney,Lucasfilm,CGI,5.8,46%
1481,Stone Quackers,12.0,2014-2015,Fox,ADHD Studios,Flash,6.7,64%
1482,StoryBots: Answer Time,22.0,2022-present,Netflix,JibJab Bros. Studios,Flash,7.4,52%
1483,StoryBots Super Songs,10.0,2016-2017,Netflix,JibJab Bros. Studios,CGI,8.8,68%
1484,Strawberry Shortcake's Berry Bitty Adventures,65.0,2010-2015,The Hub / Discovery Family,Splash EntertainmentAmerican Greetings,CGI,6.0,85%
1485,Stroker & Hoop,13.0,2004-2005,Adult Swim,Studio B Productions,Flash,7.3,73%
1486,Subway Surfers: The Animated Series,11.0,2018,YouTube,SYBO,Flash,7.1,74%
1488,The Summoner,6.0,2021,Syfy,Stoopid Buddy Stoodios,Flash,6.2,74%
1490,Super Giant Robot Brothers,10.0,2022,Netflix,Netflix Animation,CGI,6.7,57%
1491,Super Science Friends,7.0,2015-2020,YouTube,"Titmouse, Inc.",Flash,7.8,84%
1493,Superjail!,36.0,2008-2014,Adult Swim,Williams Street,Flash,7.7,69%
1495,Saber Rider and the Star Sheriffs,52.0,1987-1988,Syndication,World Events Productions,Traditional,8.4,94%
1496,Sabrina: Secrets of a Teenage Witch,26.0,2013-2014,Hub Network,MoonScoop Entertainment,CGI,5.0,71%
1497,Sabrina's Secret Life,26.0,2003-2004,Syndication,DIC Entertainment,Traditional,6.3,84%
1498,"Sagwa, the Chinese Siamese Cat",39.0,2001-2002,PBS Kids,Sesame Workshop,Traditional,7.2,96%
1499,Samurai Pizza Cats,52.0,1990-1991,Syndication,Saban Entertainment,Traditional,7.2,92%
1500,Samurai Rabbit: The Usagi Chronicles,20.0,2022,Netflix,Netflix Animation,CGI,6.4,51%
1501,The Savage Dragon,26.0,1995-1996,USA Network,Universal Cartoon Studios,Traditional,6.3,74%
1502,Saving Me,20.0,2022-2023,BYUtv,Sphere Animation,Flash,8.9,75%
1503,Secret Millionaires Club,26.0,2011-2017,The Hub Network,Bang Zoom! Entertainment,Flash,7.6,82%
1504,Sharkdog,22.0,2021-present,Netflix,One Animation,CGI,6.0,67%
1505,Shelldon,26.0,2009-2011,qubo,Classic Media,CGI,6.3,72%
1506,Sherlock Holmes in the 22nd Century,26.0,1999-2001,Fox,DIC Entertainment,Traditional,7.1,89%
1507,Sherwood,26.0,2012-2013,YouTube Premium,YouTube Originals,CGI,5.9,60%
1508,SheZow,26.0,2012-2013,Hub Network,Kickstart Productions,Flash,5.6,78%
1509,Silver Surfer,13.0,1998,Fox,Marvel Studios,Traditional,7.1,73%
1510,Sitting Ducks,26.0,2001-2003,Cartoon Network,Creative Capers Entertainment,CGI,7.0,96%
1511,Sky Dancers,27.0,1996,France 2,Gaumont Film Company,Traditional,6.4,84%
1512,Skysurfer Strike Force,26.0,1995-1996,Syndication,Ruby-Spears Enterprises,Traditional,7.6,69%
1513,Small Potatoes,27.0,2011,Disney,Little Airplane Productions,Flash,7.0,86%
1514,Smiling Friends,9.0,2020-present,Adult Swim,Williams Street,Flash,8.5,95%
1515,The Smokey Bear Show,17.0,1969-1970,ABC,Rankin/Bass Enterprises,Traditional,8.0,90%
1516,The Snoopy Show,38.0,2021-2023,Apple TV+,Peanuts Worldwide,Traditional,8.1,89%
1517,Snoopy in Space,24.0,2019-2021,Apple TV+,Peanuts Worldwide,Traditional,7.6,88%
1518,Sniz & Fondue,23.0,1996-1998,Nickelodeon,Nickelodeon Animation Studio,Traditional,8.2,93%
1519,Sonic Boom,52.0,2014-2017,Cartoon NetworkBoomerang,Sega,CGI,6.8,84%
1520,Sonic Prime,16.0,2022-present,Netflix,Netflix Animation,CGI,7.3,86%
1521,Sonic the Hedgehog,26.0,1993-1994,ABC,DIC Entertainment,Traditional,6.8,86%
1522,Sonic Underground,40.0,1999,Syndication,DIC Entertainment,Traditional,6.1,84%
1523,Space Strikers,13.0,1995,UPN,Saban Entertainment,Traditional,7.1,93%
1524,Speed Racer: The Next Generation,52.0,2008-2013,Nicktoons,Speed Racer Enterprises,Flash,4.1,81%
1525,Spider-Man (1967),52.0,1967-1970,ABC,Grantray-Lawrence Animation,Traditional,7.3,86%
1526,Spider-Man: The New Animated Series,13.0,2003,MTV,Sony Pictures Television,CGI,6.9,79%
1527,Spidey and His Amazing Friends,52.0,2021-present,Disney,Marvel Animation,CGI,5.8,66%
1528,Spy Kids: Mission Critical,20.0,2018,Netflix,Dimension Television,CGI,4.9,46%
1529,Star Wars: Droids,13.0,1985-1986,ABC,Lucasfilm,Traditional,5.9,64%
1530,Stargate Infinity,26.0,2002-2003,Fox,DIC Entertainment,Traditional,3.5,54%
1531,Starveillance,6.0,2007,E!,Fogelmania Productions,Stop-Motion,6.8,52%
1532,The Stinky & Dirty Show,39.0,2015-2019,Amazon Prime Video,Amazon Studios,CGI,7.4,61%
1533,Stressed Eric,13.0,1998-2000,NBC,Klasky Csupo,Traditional,7.4,68%
1534,Stunt Dawgs,40.0,1992-1993,Syndication,DIC Entertainment,Traditional,7.8,93%
1535,Sunny Day,60.0,2017-2020,Nickelodeon,Nickelodeon Animation Studio,Flash,5.6,85%
1536,Super Crooks,13.0,2021,Netflix,Millarworld,Traditional,7.1,78%
1537,Super Dave: Daredevil for Hire,13.0,1992-1993,Fox,DIC Entertainment,Traditional,6.7,85%
1538,Super Dinosaur,26.0,2018-2019,Amazon Prime Video,Skybound Entertainment,CGI,8.7,65%
1539,Super Duper Sumos,26.0,2002-2003,Nickelodeon,DIC Entertainment,Traditional,3.7,71%
1540,Super Mario World,13.0,1991,NBC,DIC Entertainment,Traditional,6.6,88%
1541,Super Monsters,38.0,2017-2021,Netflix,41 Entertainment,CGI,6.2,78%
1542,Super Why!,103.0,2007-2016,PBS Kids,Out of the Blue Enterprises,CGI,6.1,78%
1543,Super Wings,264.0,2014-present,Universal Kids,Little Airplane Productions,CGI,6.0,75%
1544,SuperKitties,22.0,2023-present,Disney,Sony Pictures Television Kids,CGI,6.2,75%
1545,Supernatural Academy,16.0,2022,Peacock,41 Entertainment,CGI,7.1,70%
1546,T.O.T.S.,75.0,2019-2022,Disney,"Titmouse, Inc.",CGI,6.7,83%
1547,Tak and the Power of Juju,26.0,2007-2009,Nickelodeon,Nickelodeon Animation Studio,CGI,3.4,61%
1548,Take Two with Phineas and Ferb,20.0,2010-2011,Disney,Walt Disney Television Animation,Flash/Live-action,6.2,74%
1549,The Talented Mr. Bixby,5.0,2008,Cartoon Network,Cartoon Network Studios,Flash,8.3,94%
1550,Tales of the Jedi,6.0,2022-present,Disney,Lucasfilm Animation,CGI,8.2,82%
1551,Tales of the Wizard of Oz,110.0,1961,Syndication,Videocraft Productions,Traditional,6.8,81%
1552,TaleSpin,65.0,1990-1991,Disney,Walt Disney Television Animation,Traditional,7.5,91%
1553,Talking Friends,10.0,2012,Disney,Disney Interactive,CGI,8.3,94%
1554,Tarantula,10.0,2017,TBS,Studio T,Traditional,6.8,79%
1555,Tarzan and the Super 7,33.0,1978-1980,CBS,Filmation,Traditional,8.1,86%
1556,"Tarzan, Lord of the Jungle",33.0,1978-1980,CBS,Filmation,Traditional,7.6,77%
1558,Tasty Time with ZeFronk,21.0,2008-2010,Disney,OddBot Inc.,Flash,7.2,96%
1559,Taz-Mania,65.0,1991-1995,Fox,Warner Bros. Animation,Traditional,6.7,86%
1560,Team Umizoomi,78.0,2010-2015,Nick Jr. Channel,Curious PicturesNickelodeon Animation Studio,CGI/Flash,6.1,88%
1561,Teamo Supremo,39.0,2002-2004,Disney,Walt Disney Television Animation,Traditional,4.0,82%
1562,Teacher's Pet,47.0,2000-2002,Disney,Walt Disney Television Animation,Traditional,5.7,55%
1564,Teen Titans,65.0,2003-2006,Cartoon Network,Warner Bros. Animation,Traditional,7.9,89%
1565,Teen Titans Go!,387.0,2013-present,Cartoon Network,Warner Bros. AnimationDC Entertainment,Flash,5.5,74%
1566,Teenage Mutant Ninja Turtles (1987),193.0,1987-1996,SyndicationCBS,Fred Wolf Films,Traditional,7.9,89%
1567,Teenage Mutant Ninja Turtles (2012),124.0,2012-2017,Nickelodeon,Nickelodeon Animation Studio,CGI,7.9,85%
1568,Ten Year Old Tom,20.0,2021-2023,HBO,ShadowMachine,Flash,8.2,77%
1569,Tender Touches,15.0,2017-2020,Adult Swim,Williams Street,Traditional,6.3,41%
1570,Tennessee Tuxedo and His Tales,70.0,1963-1966,CBS,Total TelevisionLeonardo Television,Traditional,7.6,92%
1571,The Tex Avery Show,99.0,1996-2002,Cartoon Network,"MGM Cartoon Studio
Warner Bros. Cartoons",Traditional,6.8,89%
1572,These Are the Days,16.0,1974-1975,ABC,Hanna-Barbera,Traditional,7.4,94%
1573,"This Is America, Charlie Brown",8.0,1988-1989,CBS,Lee Mendelson Film Productions,Traditional,7.4,89%
1574,This Just In!,4.0,2004,Spike,Spike Animation,Flash,6.7,74%
1575,Thomas Edison's Secret Lab,24.0,2015-2016,PBS Kids,Genius Brands,Flash,6.8,64%
1576,Thundarr the Barbarian,21.0,1980-1981,ABC,Ruby-Spears Productions,Traditional,7.5,91%
1577,ThunderCats (1985),130.0,1985-1989,Syndication,Rankin/Bass Productions,Traditional,7.9,91%
1578,ThunderCats Roar,26.0,2020,Cartoon Network,Warner Bros. Animation,Traditional,2.2,24%
1579,The Tick,36.0,1994-1996,Fox,Sunbow Productions,Traditional,7.4,58%
1580,Tig n' Seek,80.0,2020-2022,MaxCartoon Network,Cartoon Network Studios,Traditional,6.7,53%
1581,TigerSharks,20.0,1987,Syndication,Rankin/Bass Productions,Traditional,6.8,92%
1582,Tigtone,20.0,2019-2022,Adult Swim,Williams Street,CGI,7.1,60%
1583,Time Squad,26.0,2001-2003,Cartoon Network,Cartoon Network Studios,Traditional,7.5,95%
1584,Timon & Pumbaa,85.0,1995-1999,CBS,Walt Disney Television Animation,Traditional,7.0,87%
1585,The Tiny Chef Show,26.0,2022-present,Nickelodeon,Nickelodeon Animation Studio,Stop-motion,6.7,82%
1586,Tiny Toon Adventures,98.0,1990-1995,Fox,Warner Bros. Animation,Traditional,7.5,91%
1587,Tiny Toons Looniversity,10.0,2023-present,HBO,Warner Bros. Animation,Traditional,6.5,75%
1588,Titan Maximum,9.0,2009,Adult Swim,Stoop!d Monkey,Stop-motion,7.0,54%
1589,The Tom and Jerry Comedy Show,45.0,1980,CBS,Filmation,Traditional,7.6,90%
1590,Tom and Jerry in New York,13.0,2021,HBO,Warner Bros. Animation,Flash,5.3,71%
1591,Tom & Jerry Kids,65.0,1990-1993,Fox,Hanna-Barbera,Traditional,6.2,86%
1592,The Tom and Jerry Show (1975),16.0,1975,ABC,Hanna-Barbera,Traditional,7.8,90%
1593,The Tom and Jerry Show (2014),117.0,2014-2021,Cartoon NetworkBoomerang,Warner Bros. Animation,Flash,7.1,88%
1594,Tom and Jerry Special Shorts,2.0,2021,HBO,Warner Bros. Animation,Traditional,8.6,96%
1595,Tom and Jerry Tales,26.0,2006-2008,Kids' WB,Warner Bros. Animation,Traditional,7.4,92%
1596,Tom Goes to the Mayor,30.0,2004-2006,Adult Swim,Williams Street,Stop-motion,6.7,80%
1597,Tom Terrific,26.0,1957-1959,CBS,Terrytoons,Traditional,7.7,88%
1598,The Tomfoolery Show,4.0,1970-1971,NBC,Rankin/Bass Productions,Traditional,7.8,95%
1599,Too Cool! Cartoons,11.0,2013-2014,YouTube,Frederator Studios,Traditional/Flash,6.6,74%
1601,Tooning Out the News,263.0,2020-2023,Paramount+,Spartina Productions,Flash,5.5,50%
1603,Toonsylvania,21.0,1998-1999,Fox,DreamWorks Animation Television,Traditional,6.9,92%
1604,Tooter Turtle,39.0,1960-1961,NBC,Total Television,Traditional,7.3,91%
1605,Top Cat,30.0,1961-1962,ABC,Hanna-Barbera,Traditional,7.1,90%
1606,Tortellini Western,13.0,2004,Nicktoons,Animation Collective,Flash,7.8,84%
1607,Totally Tooned In,65.0,1999-2000,Syndication,Associated Studios,Traditional,8.0,88%
1608,Touche Turtle and Dum Dum,52.0,1962-1963,Syndication,Hanna-Barbera,Traditional,6.4,90%
1609,Toxic Crusaders,13.0,1991,Syndication,Fred Wolf Films,Traditional,6.5,83%
1610,Toy Story Toons,3.0,2011-2012,Disney,Pixar Animation Studios,CGI,7.0,70%
1611,Toy Story Treats,54.0,1996,ABC,Pixar Animation Studios,CGI,7.1,94%
1612,The Transformers,98.0,1984-1987,Syndication,Sunbow Entertainment,Traditional,8.0,88%
1613,Transformers: Animated,42.0,2007-2009,Cartoon Network,Cartoon Network Studios,Traditional,6.7,85%
1614,Transformers: Prime,65.0,2010-2013,The Hub,Hasbro Studios,CGI,8.0,86%
1615,Transformers: Robots in Disguise,71.0,2015-2017,Cartoon Network,Hasbro Studios,Traditional,5.9,77%
1616,Transformers: Titans Return,10.0,2017-2018,go90,Hasbro Studios,CGI,5.8,91%
1617,Trash Truck,28.0,2020-2021,Netflix,Netflix Animation,CGI,8.7,75%
1618,TripTank,28.0,2015-2016,Comedy Central,ShadowMachine,Flash,6.5,69%
1619,Trivia Quest,30.0,2022,Netflix,Netflix Studios,Traditional,5.8,60%
1620,Trollhunters: Tales of Arcadia,52.0,2016-2018,Netflix,DreamWorks Animation Television,CGI,8.4,90%
1621,Trollkins,13.0,1981-1982,CBS,Hanna-Barbera,Traditional,7.5,88%
1622,Trolls: The Beat Goes On!,52.0,2018-2019,Netflix,DreamWorks Animation Television,Traditional,6.0,68%
1623,Trollz,27.0,2005,Syndication,DIC Entertainment,Traditional,5.1,90%
1624,Tron: Uprising,19.0,2012-2013,Disney,Disney Television Animation,CGI,8.2,73%
1625,Tuca & Bertie,30.0,2019-2022,Netflix,ShadowMachine,Flash,7.4,82%
1626,Tumble Leaf,51.0,2014-2019,Amazon Prime Video,Amazon StudiosBix Pix Entertainment,CGI,8.7,66%
1627,Turbo Fast,52.0,2013-2016,Netflix,DreamWorks Animation Television,Flash,6.4,79%
1628,Turbo Teen,13.0,1984,ABC,Ruby-Spears Enterprises,Traditional,5.5,87%
1629,Tutenstein,39.0,2003-2008,Discovery Kids,PorchLight Entertainment,Traditional,7.0,97%
1630,TV Funhouse,8.0,2000-2001,Comedy Central,Poochie Doochie Productions,Traditional/Live-Action,7.9,91%
1631,Twelve Forever,25.0,2019,Netflix,Puny Entertainment,Traditional,6.9,59%
1632,The Twisted Tales of Felix the Cat,21.0,1995-1997,CBS,Felix the Cat Productions,Traditional,7.4,88%
1633,Two More Eggs,90.0,2015-2017,Disney,Disney Television Animation,Flash,5.7,57%
1634,T.U.F.F. Puppy,60.0,2010-2015,Nickelodeon,Billionfold Inc.Nickelodeon Animation Studio,Traditional,5.7,86%
1635,A Tale Dark & Grimm,10.0,2021,Netflix,Netflix Animation,CGI,7.3,63%
1636,Tales from the Cryptkeeper,39.0,1993-1999,ABC,Nelvana,Traditional,7.5,70%
1637,Tarzan and Jane,16.0,2017-2018,Netflix,41 Entertainment,CGI,5.2,74%
1638,Team Zenko Go,22.0,2022,Netflix,DreamWorks Animation Television,CGI,6.9,50%
1639,Teen Wolf,21.0,1986-1987,CBS,Southern Star/Hanna-Barbera Australia,Traditional,7.7,90%
1640,Teenage Euthanasia,7.0,2021-present,Adult Swim,PFFR,Flash,5.7,43%
1641,Teenage Fairytale Dropouts,26.0,2014,Hub Network,Home Plate Entertainment,Flash,7.2,62%
1642,Teenage Mutant Ninja Turtles (2003),155.0,2003-2009,4Kids TV,4Kids Entertainment,Traditional,7.8,89%
1643,Three Delivery,26.0,2008-2009,Nicktoons Network,Animation Collective,Flash,7.6,94%
1644,Thomas & Friends: All Engines Go,92.0,2021-present,Cartoonito,Mattel Television,Flash,2.5,41%
1645,ThunderCats (2011),26.0,2011-2012,Cartoon Network,Warner Bros. Animation,Traditional,7.8,85%
1646,El Tigre: The Adventures of Manny Rivera,26.0,2007-2008,Nickelodeon,Nickelodeon Animation Studio,Flash,6.3,90%
1647,Time Warp Trio,26.0,2005-2006,Discovery Kids,Soup2NutsWGBH,Flash,7.4,96%
1648,Tiny Planets,65.0,2001-2002,Noggin,Sesame Workshop,CGI,7.2,96%
1649,ToddWorld,39.0,2004-2008,Discovery Kids,Mike Young Productions,Flash,7.6,69%
1650,Toot & Puddle,26.0,2008-2009,Noggin,National Geographic Kids,Traditional,8.0,89%
1651,Total DramaRama,153.0,2018-2023,Cartoon Network,Fresh TV,Flash,4.0,52%
1652,Transformers: Armada,52.0,2002-2003,Cartoon Network,SD Entertainment,Traditional,7.0,92%
1653,Transformers: BotBots,10.0,2022,Netflix,Hasbro Studios,Flash,5.8,61%
1654,Transformers: Combiner Wars,10.0,2016,go90,Hasbro Studios,CGI,5.4,88%
1655,Transformers: Cyberverse,71.0,2018-2021,Cartoon Network,Allspark,CGI,6.9,82%
1656,Transformers: EarthSpark,18.0,2022-present,Paramount+,Nickelodeon Animation Studio,CGI,4.0,65%
1658,Transformers: Rescue Bots,104.0,2012-2016,The Hub Network / Discovery Family,Hasbro Studios,Flash,6.6,81%
1659,Transformers: Rescue Bots Academy,104.0,2019-2021,Discovery Family,Allspark,Flash,5.4,66%
1660,Transformers: War for Cybertron Trilogy,18.0,2020-2021,Netflix,Rooster Teeth,CGI,7.2,69%
1661,Treehouse Detectives,20.0,2018,Netflix,Saban Brands,CGI,7.9,53%
1662,Tripping the Rift,39.0,2004-2007,Sci Fi,Film Roman,CGI,6.8,79%
1663,Trolls: TrollsTopia,52.0,2020-2022,HuluPeacock,DreamWorks Animation Television,Flash,6.0,66%
1664,True and the Rainbow Kingdom,26.0,2017-2019,Netflix,Home Plate Entertainment,CGI,7.1,83%
1665,Turbo Dogs,26.0,2008-2011,Qubo,Scholastic Entertainment,CGI,6.8,85%
1666,"Twinkle, the Dream Being",26.0,1992-1993,Syndication,Zodiac Entertainment,Traditional,8.0,94%
1667,The Twisted Whiskers Show,26.0,2010,The Hub,American Greetings,CGI,7.0,68%
1668,The U.S. of Archie,16.0,1974,CBS,Filmation,Traditional,7.8,91%
1669,Ugly Americans,31.0,2010-2012,Comedy Central,Augenblick Studios,Flash,8.0,91%
1670,Ultimate Spider-Man,104.0,2012-2017,Disney,Marvel Animation,Traditional,7.2,82%
1671,Ultra City Smiths,6.0,2021,AMC,Stoopid Buddy Stoodios,Stop-Motion,6.6,70%
1672,Ultraforce,13.0,1994-1995,USA Network,DIC Entertainment,Traditional,6.1,68%
1674,Uncle Grandpa,153.0,2013-2017,Cartoon Network,Cartoon Network Studios,Traditional,4.4,77%
1675,Undercover Elephant,13.0,1977,NBC,Hanna-Barbera,Traditional,6.8,84%
1676,Underdog,124.0,1964-1967,NBC,Total TelevisionLeonardo Television,Traditional,7.2,88%
1677,Undone,16.0,2019-2021,Amazon Prime Video,Amazon Studios,CGI,8.2,60%
1678,Undergrads,13.0,2001,MTV,MTV Animation,Traditional,7.8,95%
1679,Unicorn: Warriors Eternal,9.0,2023,Adult Swim,Cartoon Network Studios,Traditional,7.3,80%
1680,Unikitty!,104.0,2017-2020,Cartoon Network,The Lego GroupWarner Bros. Animation,Flash,5.5,86%
1681,Unsupervised,13.0,2012,Fox,Floyd County Productions,Flash,7.3,73%
1683,Valley of the Dinosaurs,16.0,1974,CBS,Hanna-Barbera,Traditional,6.6,87%
1684,Valt the Wonder Deer,208.0,2016-present,Tencent Video,DreamEast Pictures,Traditional,8.7,87%
1685,Vampirina,147.0,2017-2021,Disney,Brown Bag Films,CGI,6.5,79%
1686,Van-Pires,13.0,1997,Syndication,Abrams/Gentile Entertainment,CGI,6.9,76%
1687,VeggieTales,50.0,1993-2015,Direct to video,Big Idea Productions,CGI,7.3,90%
1688,VeggieTales in the House,104.0,2014-2016,Netflix,Big Idea Productions,CGI,4.1,57%
1689,VeggieTales in the City,52.0,2017,Netflix,Big Idea Productions,CGI,4.6,59%
1690,The VeggieTales Show,26.0,2019-2022,Trinity Broadcasting Network,Big Idea Productions,CGI,7.9,82%
1691,Velma,10.0,2023-present,HBO,Warner Bros. Animation,Traditional,1.6,11%
1692,VH1 ILL-ustrated,13.0,2003-2004,VH1,Camp Chaos Productions,Traditional,7.1,78%
1693,Victor and Valentino,119.0,2019-2022,Cartoon Network,Cartoon Network Studios,Traditional,6.2,82%
1694,Video Mods,6.0,2004-2005,MTV2,Big Bear Entertainment,CGI,6.8,95%
1695,Video Power,83.0,1990-1992,Syndication,Saban Entertainment,Traditional/Live-Action,7.3,90%
1696,Visionaries: Knights of the Magical Light,13.0,1987,Syndication,Sunbow Entertainment,Traditional,7.7,97%
1697,Viva Pinata,104.0,2006-2009,4Kids TV,Bardel Entertainment,CGI,5.7,57%
1698,Vixen,12.0,2015-2016,CW Seed,Warner Bros. AnimationDC Entertainment,Traditional,7.0,61%
1700,Voltron,124.0,1984-1985,Syndication,World Events Productions,Traditional,7.9,88%
1701,Voltron Force,26.0,2011-2012,Nicktoons,World Events Productions,Traditional,6.6,78%
1702,Voltron: Legendary Defender,78.0,2016-2018,Netflix,DreamWorks Animation Television,Traditional,8.1,87%
1703,Voltron: The Third Dimension,26.0,1998-2000,Syndication,Mike Young Productions,CGI,6.1,52%
1704,Vor-Tech: Undercover Conversion Squad,13.0,1996,ABC,Universal Cartoon Studios,Traditional,6.8,74%
1706,W.I.T.C.H.,52.0,2004-2006,ABC,The Walt Disney Company,Traditional,7.3,95%
1707,The Wacky Adventures of Ronald McDonald,6.0,1998-2000,Direct-to-video,Klasky Csupo,Traditional,7.3,93%
1708,Wacky Races (1968),17.0,1968-1969,CBS,Hanna-Barbera,Traditional,7.5,91%
1709,Wacky Races (2017),43.0,2017-2019,Boomerang,Warner Bros. Animation,Traditional,5.1,68%
1710,The Wacky World of Tex Avery,65.0,1997,Syndication,DIC Entertainment,Traditional,4.8,73%
1711,Wait Till Your Father Gets Home,48.0,1972-1974,Syndication,Hanna-Barbera,Traditional,7.6,86%
1712,"Wake, Rattle, and Roll",50.0,1990-1991,Syndication,Hanna-Barbera,Traditional/Live-action,7.6,88%
1713,Wally Gator,52.0,1962-1963,Syndication,Hanna-Barbera,Traditional,6.3,89%
1714,Wallykazam!,52.0,2014-2017,Nickelodeon,Nickelodeon Animation Studio,CGI,7.8,71%
1715,Walter Melon,52.0,1997-1998,Fox,Saban Entertainment,Traditional,6.4,86%
1716,Wander Over Yonder,43.0,2013-2016,Disney,Disney Television Animation,Traditional,7.3,92%
1717,Watership Down,4.0,2018,Netflix,Biscuit Filmworks,CGI,7.2,77%
1718,Waynehead,13.0,1996-1997,Kids' WB,Warner Bros. Animation,Traditional,6.4,68%
1719,We Baby Bears,55.0,2022-present,Cartoon Network,Cartoon Network Studios,Traditional,6.0,74%
1720,We Bare Bears,140.0,2015-2019,Cartoon Network,Cartoon Network Studios,Traditional,7.9,93%
1721,We the People,10.0,2021,Netflix,Netflix Animation,Traditional,4.2,55%
1722,The Weekenders,39.0,2000-2004,Disney,Walt Disney Television Animation,Traditional,8.0,95%
1723,Welcome to the Wayne,30.0,2017-2019,Nickelodeon,Nickelodeon Animation Studio,Traditional,6.9,81%
1724,Weird-Ohs,13.0,1999-2000,Fox,Testor Corporation,CGI,6.3,79%
1725,Well Versed,12.0,2023-present,Nickelodeon,Nickelodeon Animation Studio,Flash,5.4,52%
1726,WellieWishers,26.0,2016-2017,Amazon Prime Video,Mattel Television,Traditional,7.6,50%
1727,We're Lalaloopsy,13.0,2017,Netflix,Splash Entertainment,Flash,6.9,60%
1728,What a Cartoon!,48.0,1995-1997,Cartoon Network,Hanna-Barbera,Traditional,8.4,85%
1729,What-a-Mess,47.0,1996,ABC,DIC Entertainment,Traditional,7.1,82%
1730,What If...?,18.0,2021-present,Disney,Marvel Studios Animation,CGI,7.4,84%
1731,"What's New, Mr. Magoo?",16.0,1977,CBS,DePatie-Freleng Enterprises,Traditional,6.9,95%
